source,target
%s - Verify License,%s - Проверка лицензии
%s - Cancel License Verification,%s - Отмена проверки лицензии
%s - Processing License Verification,%s - Выполняется проверка лицензии
%s - License Verified Successfully,%s - Лицензия успешно проверена
%s - Error Verifying License,%s - Ошибка проверки лицензии
%s - License Expired,%s - Срок действия лицензии истёк
%s - Cancel Trial Registration,%s - Отмена регистрации пробной версии
%s - Processing Trial Registration,%s - Выполняется регистрация пробной версии
%s - Trial Registered Successfully,%s - Пробная версия успешно зарегистрирована
%s - Error Registering Trial,%s - Ошибка регистрации пробной версии
%s - Register Trial,%s - Регистрация пробной версии
%s - Trial Expiration,%s - Окончание пробного периода
%s - Firewall Authentication,%s - Аутентификация брандмауэра
Trial version: You can use limited features.,Пробная версия: доступны ограниченные функции.
Trial version: You can use all features for %d more days.,Пробная версия: все функции доступны ещё %d дн.
Trial version: You can use all features,Пробная версия: доступны все функции
Trial version: Trial period will expire in %d days.,Пробная версия: пробный период истекает через %d дн.
Trial version: Trial period has expired.,Пробная версия: пробный период истёк.
 - Next license verification will be after %d days., - Следующая проверка лицензии будет через %d дн.
 - Next license verification will be in %d days., - Следующая проверка лицензии будет через %d дн.
 - License will be verified upon next launch of the software., - Лицензия будет проверена при следующем запуске программы.
You can use all features for another %d days.,Все функции доступны ещё %d дн.
You can use all features,Доступны все функции
License period will expire in %d days.,Срок действия лицензии истекает через %d дн.
License period has expired.,Срок действия лицензии истёк.
Lost your serial number?,Потеряли серийный номер?
https://www2.celsys.co.jp/support/service_en/service.html,https://www2.celsys.co.jp/support/service_en/service.html
http://www.clipstudio.net/en/,http://www.clipstudio.net/en/
http://www.clipstudio.net/en/support/,http://www.clipstudio.net/en/support/
https://us-lic.celsys.co.jp/productcontrol/periodexpired?key=,https://us-lic.celsys.co.jp/productcontrol/ periodexpired?key=
https://us-lic.celsys.co.jp/activate/checkLicense?OnAction,https://us-lic.celsys.co.jp/activate/checkLicense?OnAction
https://license-account-us.celsys.co.jp/%s/api/checkLicense,https://license-account-us.celsys.co.jp/%s/api/checkLicense
https://license-account-us.celsys.co.jp/%s/api/refreshLicense,https://license-account-us.celsys.co.jp/%s/api/refreshLicense
---,---
https://trial-us-lic.celsys.co.jp/api/autoissue,https://trial-us-lic.celsys.co.jp/api/autoissue
https://sub-us-lic.celsys.co.jp/license/checkLicense?OnAction,https://sub-us-lic.celsys.co.jp/license/checkLicense?OnAction
https://sub2-us-lic.celsys.co.jp/license/checkLicense?OnAction,https://sub2-us-lic.celsys.co.jp/license/checkLicense?OnAction
https://license-account-us.celsys.co.jp/en-us/manually/checkLicense,https://license-account-us.celsys.co.jp/en-us/manually/checkLicense
https://us-lic.celsys.co.jp/ca,https://us-lic.celsys.co.jp/ca
https://license-account-us.celsys.co.jp/hb.php,https://license-account-us.celsys.co.jp/hb.php
https://license-account-us.celsys.co.jp/%s/api/listOwnedLicenses,https://license-account-us.celsys.co.jp/%s/api/listOwnedLicenses
https://us-lic.celsys.co.jp/ch?n=3,https://us-lic.celsys.co.jp/ch?n=3
https://www.clipstudio.net/gd?id=csp-dl-v1-en,https://www.clipstudio.net/gd?id=csp-dl-v1-en
Confirm,Подтвердить
"Thank you for registering. 
You can now use all features of the software for %d days.","Спасибо за регистрацию. 
Теперь вы можете использовать все функции программного обеспечения в течение %d дней."
"Thank you for choosing our product. 
Your new license has been registered.","Благодарим вас за выбор нашего продукта. 
Ваша новая лицензия зарегистрирована."
"License verification failed. 
The license has not been changed.","Проверка лицензии не удалась. 
Лицензия не менялась."
"Thank you for choosing our product. 
Your license has now been registered.","Благодарим вас за выбор нашего продукта. 
Ваша лицензия зарегистрирована."
"Your trial period was registered successfully. 
Thank you for registering.","Ваш пробный период успешно зарегистрирован. 
Спасибо за регистрацию."
Thank you for choosing Clip Studio Paint.,Благодарим за выбор Clip Studio Paint.
"A serial number has not been entered. 
The application will close.","Серийный номер не введен. 
Приложение закроется."
"The license for this software has not been verified.
The application will close.","Лицензия на это программное обеспечение не проверена.
Приложение закроется."
"Thank you for verifying your license. 
The next license verification will be after %d days.","Благодарим вас за подтверждение вашей лицензии. 
Следующая проверка лицензии состоится через %d дней."
"Thank you for verifying your license. 
The next license verification will be in %d days.","Благодарим вас за подтверждение вашей лицензии. 
Следующая проверка лицензии состоится через %d дней."
"Thank you for verifying your license. 
The license will be verified again the next time the software is launched.","Благодарим вас за подтверждение вашей лицензии. 
Лицензия будет проверена еще раз при следующем запуске программного обеспечения."
"Thank you for verifying your license. 
You can use it for another %d days. The next license verification will be after %d days.","Благодарим вас за подтверждение вашей лицензии. 
Вы можете использовать его еще %d дней. Следующая проверка лицензии состоится через %d дней."
"Thank you for verifying your license. 
You can use it for another %d days. The next license verification will be in %d days.","Благодарим вас за подтверждение вашей лицензии. 
Вы можете использовать его еще %d дней. Следующая проверка лицензии состоится через %d дней."
"Thank you for verifying your license. 
You can use it for another %d days. The license will be verified again the next time the software is launched.","Благодарим вас за подтверждение вашей лицензии. 
Вы можете использовать его еще %d дней. Лицензия будет проверена еще раз при следующем запуске программного обеспечения."
"Failed to verify the license. The server or network may be busy. 
Please wait and try again later. We apologize for the inconvenience.","Не удалось проверить лицензию. Сервер или сеть могут быть заняты. 
Пожалуйста, подождите и повторите попытку позже. Приносим извинения за неудобства."
"License verification failed because the current license is not valid. 
The license will be verified again the next time the software is launched.","Проверка лицензии не удалась, поскольку текущая лицензия недействительна. 
Лицензия будет проверена еще раз при следующем запуске программного обеспечения."
Failed to verify the license.,Не удалось выполнить проверку лицензии.
"There was an error with the server, so your license will be verified later.

You can still use all features even if you see this message. 

You may see another message that you can use all features for three days, but the original valid period will be restored after the next license verification.","На сервере произошла ошибка, поэтому ваша лицензия будет проверена позже.

Вы по-прежнему сможете использовать все функции, даже если увидите это сообщение. 

Вы можете увидеть еще одно сообщение о том, что вы можете использовать все функции в течение трех дней, но первоначальный срок действия будет восстановлен после следующей проверки лицензии."
"There was an error with the server, 
so your license will be verified the next time you launch the software.
Thank you for choosing our software.","Произошла ошибка на сервере, 
поэтому ваша лицензия будет проверена при следующем запуске программного обеспечения.
Благодарим вас за выбор нашего программного обеспечения."
"You will need an Internet connection for the next license verification.
If the license cannot be verified, the software will not launch.","Для следующей проверки лицензии вам понадобится подключение к Интернету.
Если лицензию невозможно проверить, программное обеспечение не запустится."
Getting Started with %s,Начало работы с %s
"In the trial version, you can use all the features of PRO or EX for free. Restart the application to switch between grades.",В пробной версии вы можете бесплатно использовать все функции PRO или EX. Перезапустите приложение для переключения между редакциями.
"Your license has been updated. Please restart the application to apply the changes. 

If you are using a trial version, you can continue using the trial by entering the following serial number.

Serial number for trial version: %s","Ваша лицензия обновлена. Пожалуйста, перезапустите приложение, чтобы применить изменения. 

Если вы используете пробную версию, вы можете продолжить ее использование, введя следующий серийный номер.

Серийный номер пробной версии: %s."
Your license has been updated. Please restart the application to apply the changes.,"Ваша лицензия обновлена. Перезапустите приложение, чтобы применить изменения."
Your license has been updated. Please restart the application to apply the changes and use the added features.,"Ваша лицензия обновлена. Перезапустите приложение, чтобы применить изменения и использовать добавленные функции."
You will need to relaunch the app to enable pen pressure sensitivity.,"Чтобы включить чувствительность к нажиму пера, потребуется перезапустить приложение."
Close,Закрыть
How to restart the app,Как перезапустить приложение
Next,Далее
Back,Назад
Cancel,Отмена
Pause,Пауза
Launch,Запустить
Enter again,Ввести снова
Try again,Повторить попытку
Question,Вопрос
Warning,Предупреждение
Error,Ошибка
$$$ Pause,$$$ Пауза
・ From web browser ,・ Из веб-браузера 
・ From mobile ,・ С мобильного устройства 
"If registering from a mobile phone, please scan the following 2D mobile response code.
The license authentication key will be automatically entered to the site.","При регистрации с мобильного телефона отсканируйте следующий двухмерный код ответа мобильного телефона.
Ключ аутентификации лицензии будет автоматически введен на сайт."
License authentication key,Ключ аутентификации лицензии
E-mail:,Эл. почта:
Website:,Веб-сайт:
Your subscription information needs to be updated. Please press the [Restore purchases] button to update your subscription information.,"Сведения о вашей подписке необходимо обновить. Нажмите кнопку [Восстановить покупки], чтобы обновить сведения о подписке."
Restore purchases,Восстановить покупки
Receive another serial number,Получить другой серийный номер
                                             ,                                             
Purchase,Купить
You’ll be able to purchase the software after starting Clip Studio.,Вы сможете приобрести программу после запуска Clip Studio.
"Processing could not be completed because the necessary files were not found.
The application may not be installed correctly.","Обработку невозможно завершить, так как не найдены необходимые файлы.
Возможно, приложение установлено неправильно."
"Please close Clip Studio to update the license information. 
After closing it, click [Try again] below.","Закройте Clip Studio, чтобы обновить информацию о лицензии. 
После закрытия нажмите [Попробовать еще раз] ниже."
Register license,Зарегистрировать лицензию
"If you have a serial number for Clip Studio Paint, enter it below and click Register License.","Если у вас есть серийный номер для Clip Studio Paint, введите его ниже и нажмите «Зарегистрировать лицензию»."
Register License,Зарегистрировать лицензию
Use trial version,Использовать пробную версию
Use trial version (with limitations),Использовать пробную версию (с ограничениями)
"You need to register a free Clip Studio account to use the full-feature trial and save your work. 
","Вам необходимо зарегистрировать бесплатную учетную запись Clip Studio, чтобы использовать полнофункциональную пробную версию и сохранять свою работу."
Use full trial version,Использовать полную пробную версию
Purchase Clip Studio Paint,Приобрести Clip Studio Paint
Go to purchase page,Перейти на страницу покупки
"Please choose how you would like to verify your license. 

If online verification does not work due to your network connection or antivirus software, please choose “Two-step verification”.","Пожалуйста, выберите способ подтверждения вашей лицензии. 

Если онлайн-проверка не работает из-за сетевого подключения или антивирусного программного обеспечения, выберите «Двухэтапная проверка»."
Online verification,Проверка через Интернет
Two-step verification,Двухэтапная проверка
"This license is already in use on another device.
 If you want to use this product on this device, you will first need to deactivate the license.","Эта лицензия уже используется на другом устройстве.
 Если вы хотите использовать этот продукт на этом устройстве, вам сначала необходимо деактивировать лицензию."
Go to the license deactivation website and enter the above authentication key.,Перейдите на сайт деактивации лицензии и введите указанный выше ключ аутентификации.
Find details on limited features,Узнать подробнее об ограниченных функциях
The application will launch with some limited functions. You will not be able to save your work.,Приложение запустится с некоторыми ограниченными функциями. Вы не сможете сохранять свои произведения.
 , 
"$$$ In case you have a different serial number, please register it. 
 1. Click the [Start] button below. 
 2. Select [Register License] from the [Help] menu. 
 3. Enter your serial number in the dialog.","$$$ Если у вас другой серийный номер, зарегистрируйте его. 
 1. Нажмите кнопку [Пуск] ниже. 
 2. Выберите [Зарегистрировать лицензию] в меню [Справка]. 
 3. Введите серийный номер в диалоговом окне."
"$$$ Click here to check how you can obtain a serial number.
Click here also to see detailed procedures for license registration
and purchase of the product.","$$$ Нажмите здесь, чтобы узнать, как получить серийный номер.
Нажмите здесь также, чтобы просмотреть подробные процедуры регистрации лицензии.
и покупка товара."
"The valid period for this license has expired. 
Thank you for using Clip Studio Paint.","Срок действия данной лицензии истек. 
Благодарим вас за использование Clip Studio Paint."
Do you want to launch the application with limited features?,Запустить приложение с ограниченными функциями?
"The entered confirmation key is incorrect.

Please check the confirmation key displayed in the browser and try again.","Введенный ключ подтверждения неверен.

Пожалуйста, проверьте ключ подтверждения, отображаемый в браузере, и повторите попытку."
"This product is not registered. 

If you prefer monthly subscription, please sign up from here and get a serial number. 
If you get a serial number and register your license, you can continue to use all features.","Этот продукт не зарегистрирован. 

Если вы предпочитаете ежемесячную подписку, зарегистрируйтесь здесь и получите серийный номер. 
Если вы получите серийный номер и зарегистрируете лицензию, вы сможете продолжать использовать все функции."
Do you want to enter the serial number again?,Ввести серийный номер снова?
"License could not be verified upon launching the software. Please check the following. 

You can still use all features even if you see this message.","Лицензию не удалось проверить при запуске программного обеспечения. Пожалуйста, проверьте следующее. 

Вы по-прежнему сможете использовать все функции, даже если увидите это сообщение."
"If this computer is connected to the Internet, please read here.","Если этот компьютер подключён к Интернету, читайте здесь."
Please check if the following page displays correctly using %s.,"Проверьте, корректно ли отображается следующая страница в %s."
"If the above page is displayed correctly,
 it is possible that the license could not be verified due to server congestion. 

If the above page is not displayed correctly,
 your computer may not be connected to the Internet. 
Please check your network settings. 

Your license will be verified the next time you launch the software. You may continue to use the software now.","Если вышеуказанная страница отображается правильно,
 возможно, лицензию не удалось проверить из-за перегрузки сервера. 

Если вышеуказанная страница отображается неправильно,
 Возможно, ваш компьютер не подключен к Интернету. 
Пожалуйста, проверьте настройки сети. 

Ваша лицензия будет проверена при следующем запуске программного обеспечения. Вы можете продолжать использовать программное обеспечение сейчас."
"If this computer is not connected to the Internet, please read here.","Если этот компьютер не подключён к Интернету, читайте здесь."
"License verification will be executed at that time, so you can continue to use the application.","В этот момент будет выполнена проверка лицензии, поэтому вы можете продолжить использовать приложение."
"This dialog is for checking the online status of your computer and for registering your license.

Please make sure you are logged in with administrator permissions before registering your license.","Это диалоговое окно предназначено для проверки онлайн-статуса вашего компьютера и регистрации вашей лицензии.

Прежде чем регистрировать лицензию, убедитесь, что вы вошли в систему с правами администратора."
"You need a Clip Studio account to access all features of the trial. 
Please enter the email and password of your Clip Studio account.","Для доступа ко всем функциям пробной версии вам потребуется учетная запись Clip Studio. 
Пожалуйста, введите адрес электронной почты и пароль вашей учетной записи Clip Studio."
E-mail address:,Адрес электронной почты:
Password:,Пароль:
The e-mail address or password is incorrect.,Адрес электронной почты или пароль неверны.
"The e-mail address or password is incorrect. 
Please make sure you are using single-byte characters.","Адрес электронной почты или пароль неверны. 
Убедитесь, что вы используете однобайтовые символы."
"The valid period for this license has expired.
Thank you for using Clip Studio Paint.","Срок действия данной лицензии истек.
Благодарим вас за использование Clip Studio Paint."
Contact our support team,Обратитесь в нашу службу поддержки
Check here for details about limited features and how to register a license.,"Здесь можно узнать подробнее об ограниченных функциях и о том, как зарегистрировать лицензию."
Failed to import license key file.,Не удалось импортировать файл ключа лицензии.
Connecting to the network,Подключение к сети
Disconnecting,Отключение
You have news from CELSYS. Read now?,Для вас есть новости от CELSYS. Прочитать сейчас?
Set up connection,Настроить подключение
Verifying your license. Please wait.,Выполняется проверка лицензии. Подождите.
"The network is currently busy.
Your license will be verified the next time you launch the software.
Thank you for choosing Clip Studio Paint.","Сеть в настоящее время занята.
Ваша лицензия будет проверена при следующем запуске программного обеспечения.
Благодарим вас за выбор Clip Studio Paint."
"Your license has been verified and registered successfully.
Thank you for choosing Clip Studio Paint.","Ваша лицензия проверена и успешно зарегистрирована.
Благодарим вас за выбор Clip Studio Paint."
License verification failed.,Не удалось выполнить проверку лицензии.
"The network is currently busy.
Your license will be verified later.
Thank you for choosing Clip Studio Paint.","Сеть в настоящее время занята.
Ваша лицензия будет проверена позже.
Благодарим вас за выбор Clip Studio Paint."
"The network is currently busy. Your license will be verified later.

You can still use all features even if you see this message. 

You may see another message that you can use all features for three days, 
but the original valid period will be restored after the next license verification.","Сеть в настоящее время занята. Ваша лицензия будет проверена позже.

Вы по-прежнему сможете использовать все функции, даже если увидите это сообщение. 

Вы можете увидеть другое сообщение о том, что вы можете использовать все функции в течение трех дней. 
но первоначальный срок действия будет восстановлен после следующей проверки лицензии."
"You need to register your trial with a Clip Studio account to access all features.
Would you like to register your trial now?","Чтобы получить доступ ко всем функциям, вам необходимо зарегистрировать пробную версию с помощью учетной записи Clip Studio.
Хотите зарегистрировать пробную версию сейчас?"
"Yes, register now","Да, зарегистрировать сейчас"
"No, use trial with limited features","Нет, использовать пробную версию с ограниченными функциями"
"Click Next to submit your license number to our server for verification.

No personal information except the provided e-mail address and password will be sent to the server.","Нажмите «Далее», чтобы отправить номер лицензии на наш сервер для проверки.

Никакая личная информация, кроме предоставленного адреса электронной почты и пароля, не будет отправлена ​​на сервер."
"This dialog is for verifying your license registration.
Please register your license to use this software.","Это диалоговое окно предназначено для проверки регистрации вашей лицензии.
Пожалуйста, зарегистрируйте свою лицензию на использование этого программного обеспечения."
Verify now,Проверить сейчас
Verify later (Use with limited features),Проверить позже (использовать с ограниченными функциями)
"Click Next to submit your license number to our server for verification.

No personal information will be sent to the server.","Нажмите «Далее», чтобы отправить номер лицензии на наш сервер для проверки.

Никакая личная информация не будет отправлена ​​на сервер."
"This dialog is for checking your license registration. 
Please register your license to use this software.","Это диалоговое окно предназначено для проверки регистрации вашей лицензии. 
Пожалуйста, зарегистрируйте свою лицензию на использование этого программного обеспечения."
"You have already registered a trial, so you cannot register a second trial. 
If you enjoyed using this software, consider purchasing the full version. 

If you get this message even if you have not previously registered a trial, please contact our support team with the below license authentication key for help.","Вы уже зарегистрировали пробную версию, поэтому не можете зарегистрировать вторую пробную версию. 
Если вам понравилось использовать это программное обеспечение, рассмотрите возможность приобретения полной версии. 

Если вы получили это сообщение, даже если вы ранее не регистрировали пробную версию, обратитесь за помощью в нашу службу поддержки, предоставив указанный ниже ключ аутентификации лицензии."
"A new version has been released.
Please update to the latest version and register your trial again.","Вышла новая версия.
Пожалуйста, обновитесь до последней версии и зарегистрируйте пробную версию еще раз."
Trial registration was cancelled.,Регистрация пробной версии отменена.
"License verification was cancelled. 

You need to verify a license in order to use all features of the software. 
The license verification dialog will appear again the next time the software is launched.","Проверка лицензии отменена. 

Вам необходимо подтвердить лицензию, чтобы использовать все функции программного обеспечения. 
Диалоговое окно проверки лицензии появится снова при следующем запуске программного обеспечения."
Failed to register the trial.,Не удалось зарегистрировать пробную версию.
"A new version has been released.
Please update to the latest version from the following page and register your trial again.","Вышла новая версия.
Пожалуйста, обновитесь до последней версии со следующей страницы и снова зарегистрируйте пробную версию."
"This trial serial has already been registered in another computer. 
The license could not be verified. 

If you see this message even if you are registering for the first time, 
please contact the Celsys support team with the below license authentication key. ","Этот пробный серийный номер уже зарегистрирован на другом компьютере. 
Лицензию не удалось проверить. 

Если вы видите это сообщение, даже если регистрируетесь впервые, 
обратитесь в службу поддержки Celsys, указав указанный ниже ключ аутентификации лицензии."
"License verification was cancelled. 

You need to verify the license in order to use this license.","Проверка лицензии отменена. 

Вам необходимо подтвердить лицензию, чтобы использовать эту лицензию."
License verification was cancelled.,Проверка лицензии отменена.
"License verification was cancelled. 

You need to verify a license in order to use the software.","Проверка лицензии отменена. 

Чтобы использовать программное обеспечение, вам необходимо подтвердить лицензию."
"License verification was cancelled. 

You need to verify a license in order to use the software. 
The license verification dialog will appear again the next time the software is launched.","Проверка лицензии отменена. 

Чтобы использовать программное обеспечение, вам необходимо подтвердить лицензию. 
Диалоговое окно проверки лицензии появится снова при следующем запуске программного обеспечения."
"This trial serial has already been registered on another computer. 
The license could not be verified.

If this message appears even if you have not registered the license to another computer, 
please contact exbeans Prototyping from inquiry form with the below license authentication key.","Этот пробный серийный номер уже зарегистрирован на другом компьютере. 
Лицензию не удалось проверить.

Если это сообщение появляется, даже если вы не зарегистрировали лицензию на другом компьютере, 
пожалуйста, свяжитесь с exbeans Prototyping из формы запроса, используя приведенный ниже ключ аутентификации лицензии."
Cancelling license verification. Please wait.,Отмена проверки лицензии. Подождите.
Registering your trial. Please wait.,Выполняется регистрация пробной версии. Подождите.
"Your trial was registered successfully.
You can now use all features of the software.","Ваша пробная версия успешно зарегистрирована.
Теперь вы можете использовать все возможности программного обеспечения."
Failed to login to Clip Studio. Please check your e-mail address and password.,Не удалось войти в Clip Studio. Проверьте адрес электронной почты и пароль.
You have already registered your trial.,Вы уже зарегистрировали пробную версию.
"The license verification failed. 

Your computer may not be connected to the Internet or there may be a problem with the license system. 
License verification may fail if your network connection is weak. 

If you cannot connect this device to the Internet, you can register your license from another device with Internet connection. 
Would you like to try this instead?","Проверка лицензии не удалась. 

Возможно, ваш компьютер не подключен к Интернету или возникла проблема с системой лицензирования. 
Проверка лицензии может завершиться неудачей, если у вас слабое сетевое соединение. 

Если вы не можете подключить это устройство к Интернету, вы можете зарегистрировать лицензию на другом устройстве с подключением к Интернету. 
Хотите вместо этого попробовать это?"
"Yes, verify license from another device","Да, проверить лицензию с другого устройства"
"No, I will verify my license later","Нет, я проверю лицензию позже"
"Failed to register your trial. 

Your computer may not be connected to the Internet or there may be a problem with the license system. 
License verification may fail if your network connection is weak. 

If you cannot connect this device to the Internet, you can register your license from another device with Internet connection. 
Would you like to try this instead?","Не удалось зарегистрировать пробную версию. 

Возможно, ваш компьютер не подключен к Интернету или возникла проблема с системой лицензирования. 
Проверка лицензии может завершиться неудачей, если у вас слабое сетевое соединение. 

Если вы не можете подключить это устройство к Интернету, вы можете зарегистрировать лицензию на другом устройстве с подключением к Интернету. 
Хотите вместо этого попробовать это?"
"Yes, register trial from another device","Да, зарегистрировать пробную версию с другого устройства"
"Trial registration failed.
There is a problem with the network connection or the license system is busy.

Please check your connection and try again.
If you keep receiving this error, please contact us with the form below.","Пробная регистрация не удалась.
Возникла проблема с сетевым подключением или система лицензирования занята.

Пожалуйста, проверьте подключение и повторите попытку.
Если вы продолжаете получать эту ошибку, свяжитесь с нами, используя форму ниже."
Verify your license with a web browser or smartphone.,Проверьте лицензию с помощью веб-браузера или смартфона.
1. Go to the license verification website and enter the above authentication key.,1. Перейдите на сайт проверки лицензии и введите указанный выше ключ аутентификации.
"2. In the space below, enter the confirmation key shown on the license verification website.","2. В поле ниже введите ключ подтверждения, отображённый на сайте проверки лицензии."
Register your trial with a web browser or smartphone.,Зарегистрируйте пробную версию с помощью веб-браузера или смартфона.
1. Go to the trial registration website and enter the above registration key.,1. Перейдите на сайт регистрации пробной версии и введите указанный выше регистрационный ключ.
"2. In the space below, enter the confirmation key shown on the trial registration website.","2. В поле ниже введите ключ подтверждения, отображённый на сайте регистрации пробной версии."
"If you cannot verify your license even after trying the above method, please contact Support.","Если вам не удаётся проверить лицензию даже после применения указанного выше способа, обратитесь в службу поддержки."
"If you cannot register the trial even after trying the above method, please contact Support.","Если вам не удаётся зарегистрировать пробную версию даже после применения указанного выше способа, обратитесь в службу поддержки."
Verify license from browser,Проверить лицензию из браузера
Verify license later,Проверить лицензию позже
Register trial from browser,Зарегистрировать пробную версию из браузера
Don’t register now (use trial with limited features),Не регистрировать сейчас (использовать пробную версию с ограниченными функциями)
"This dialog is for verifying your license.

Please make sure you are logged in with administrator permissions before verifying your license.","Это диалоговое окно предназначено для проверки вашей лицензии.

Прежде чем проверять лицензию, убедитесь, что вы вошли в систему с правами администратора."
"This dialog is for registering your trial.

Please make sure you are logged in with administrator permissions before registering your trial.","Это диалоговое окно предназначено для регистрации пробной версии.

Прежде чем регистрировать пробную версию, убедитесь, что вы вошли в систему с правами администратора."
"Yes, try again","Да, повторить попытку"
"No, verify license later","Нет, проверить лицензию позже"
Failed to initialize connection.,Не удалось инициализировать подключение.
Failed to send request.,Не удалось отправить запрос.
Failed to obtain response.,Не удалось получить ответ.
00403: Unable to connect to server.,00403: Не удалось подключиться к серверу.
The serial number may not be correctly entered.,"Возможно, серийный номер введён неправильно."
"Serial number is incorrect.
Please use single-byte alphanumeric characters.","Серийный номер неверен.
Пожалуйста, используйте однобайтовые буквенно-цифровые символы."
Thank you for registering. You can now use the software for %d days.,Благодарим за регистрацию. Теперь вы можете использовать программу в течение %d дн.
A serial number has not been entered.,Серийный номер не введён.
"You can’t use this software with the serial number you entered.
Click here for details.","Вы не можете использовать это программное обеспечение с введенным вами серийным номером.
Нажмите здесь, чтобы узнать подробности."
"This trial serial number has already been used. 
You cannot use this serial number.","Этот пробный серийный номер уже использовался. 
Вы не можете использовать этот серийный номер."
You cannot change to this serial number.,Вы не можете перейти на этот серийный номер.
The software may not be installed correctly.,"Возможно, программа установлена неправильно."
"The application failed to launch because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Приложение не удалось запустить, поскольку не удалось найти необходимые файлы для проверки лицензии.
Возможно, приложение установлено неправильно."
"The process failed because the necessary files to verify the license could not be found.
The application may not be installed correctly.","Процесс завершился неудачей, поскольку не удалось найти необходимые файлы для проверки лицензии.
Возможно, приложение установлено неправильно."
Please enter the e-mail address and password for your Clip Studio account.,Введите адрес электронной почты и пароль вашей учётной записи Clip Studio.
The e-mail address or password is not entered correctly. Please check and try again.,Адрес электронной почты или пароль введены неправильно. Проверьте их и повторите попытку.
The process could not be carried out because the application is open in a virtual OS.,"Не удалось выполнить операцию, так как приложение открыто в виртуальной ОС."
"The process failed because the necessary information could not be obtained. 
If you are not logged in with system administrator permissions, please log in as an administrator and try again.","Процесс не удался, поскольку не удалось получить необходимую информацию. 
Если вы не вошли в систему с правами системного администратора, войдите в систему как администратор и повторите попытку."
"The process failed because the necessary files could not be found, or because you do not have permission to perform this action.","Не удалось выполнить операцию, так как не удалось найти необходимые файлы или у вас нет разрешения на выполнение этого действия."
"$$$ You cannot register trial use with early preview version (RC version).
If you register trial use with official version, serial number will appear. Please enter that serial number.","$$$ Вы не можете зарегистрировать пробное использование ранней предварительной версии (версия RC).
Если вы зарегистрируете пробное использование официальной версии, появится серийный номер. Пожалуйста, введите этот серийный номер."
This serial number could not be registered.,Не удалось зарегистрировать этот серийный номер.
"This license cannot be verified at the moment. 
To continue using the software, please choose one of the following options.","В данный момент эту лицензию невозможно проверить. 
Чтобы продолжить использование программного обеспечения, выберите один из следующих вариантов."
"If the license is not verified within %d days, the software will be launched with limited features.","Если лицензия не будет проверена в течение %d дн., программа запустится с ограниченными функциями."
"
You can still use all features even if you get this message.
Please confirm that the below page can be displayed with %s.","Вы по-прежнему сможете использовать все функции, даже если получите это сообщение.
Пожалуйста, подтвердите, что страница ниже может отображаться с помощью %s."
"If license is not verified in %d days,
the license verification dialog will appear again. Please verify your license again at that time.","Если лицензия не подтверждена в течение %d дней,
диалоговое окно проверки лицензии появится снова. Пожалуйста, подтвердите свою лицензию еще раз в это время."
"If you used a different computer or mobile phone when you verified the license last time, 
the license verification dialog will appear again after %d days. 
Please verify the license in the same procedure.","Если при последней проверке лицензии вы использовали другой компьютер или мобильный телефон, 
Диалоговое окно проверки лицензии появится снова через %d дней. 
Пожалуйста, проверьте лицензию, выполнив ту же процедуру."
Enter the serial number and click OK.,Введите серийный номер и нажмите «ОК».
"If you have a serial number, enter the serial number and click OK.","Если у вас есть серийный номер, введите его и нажмите «ОК»."
"If you have a serial number, enter the serial number and click OK. 
You can change from the trial version to the licensed product version.","Если у вас есть серийный номер, введите его и нажмите OK. 
Вы можете перейти с пробной версии на лицензионную версию продукта."
How to obtain a serial number and register your license.,Как получить серийный номер и зарегистрировать лицензию.
Internet Explorer,Интернет Эксплорер
The software will launch with limited features.,Программа запустится с ограниченными функциями.
The software does not have a verified license. Some features will be limited.,У программы нет проверенной лицензии. Некоторые функции будут ограничены.
The trial period has ended.,Пробный период завершён.
The valid period for the current serial number has expired.,Срок действия текущего серийного номера истёк.
http://www.celsys.co.jp/en/,http://www.celsys.co.jp/en/
http://www.clipstudio.net/en/site/menu_csp/index.html,http://www.clipstudio.net/en/site/menu_csp/index.html
https://www.clip-studio.com/site/gd/index.php?id=cpaen,https://www.clip-studio.com/site/gd/index.php?id=cpaen
http://sta.www.clipstudio.net/getinfo/getinfo.php,http://sta.www.clipstudio.net/getinfo/getinfo.php
http://www.clipstudio.net/getinfo/getinfo.php?serialnumber=%s&version=%s&date=%s&execmode=%d&lang=en,http://www.clipstudio.net/getinfo/getinfo.php?serialnumber=%s&version=%s&date=%s&execmode=%d&lang=en
Retry,Повторить попытку
Restored successfully.,Восстановление выполнено успешно.
Could not find a valid active plan. Please apply for a new plan.,Не удалось найти действующий активный план. Оформите новый план.
"Successfully restored purchases.

Your account has a valid active plan.","Покупки успешно восстановлены.

В вашей учетной записи имеется действующий активный план."
"Successfully restored purchases.

Could not find an active plan for your account.","Покупки успешно восстановлены.

Не удалось найти активный план для вашей учетной записи."
Could not find an active plan for your account.,Не удалось найти активный план для вашей учётной записи.
An active plan for your account was found.,Активный план для вашей учётной записи найден.
en-us,ru-нас
