file,source,target
742DEA58-main-ui,You cannot move the Downloads sub tool group.,Вы не можете переместить подгруппу инструментов «Загрузки».
742DEA58-main-ui,012abcABC,012abcABC
742DEA58-main-ui,(%d / %d),(%d / %d)
742DEA58-main-ui,400,400
742DEA58-main-ui,65,65
742DEA58-main-ui,-10,-10
742DEA58-main-ui,Common,Общий
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.export,clipstudio.module.plugin.paint.pdf.export
742DEA58-main-ui,clipstudio.module.plugin.paint.pdf.import,clipstudio.module.plugin.paint.pdf.import
742DEA58-main-ui,Sub tool palette,Дополнительная палитра инструментов
742DEA58-main-ui,Switch to previous sub tool,Переключиться на предыдущий вспомогательный инструмент
742DEA58-main-ui,Switch to next sub tool,Переключиться на следующий вспомогательный инструмент
742DEA58-main-ui,Switch to previous sub tool group,Переключиться на предыдущую подгруппу инструментов
742DEA58-main-ui,Switch to next sub tool group,Переключиться на следующую подгруппу инструментов
742DEA58-main-ui,Switch between current and previous sub tools,Переключение между текущим и предыдущим вспомогательными инструментами
742DEA58-main-ui,Switch between current sub tool and eraser,Переключение между текущим вспомогательным инструментом и ластиком
742DEA58-main-ui,Backspace,Backspace
742DEA58-main-ui,50,50
742DEA58-main-ui,120,120
742DEA58-main-ui,Tool property palette,Палитра свойств инструмента
742DEA58-main-ui,60,60
742DEA58-main-ui,UTC 19:00,UTC 19:00
742DEA58-main-ui,%d%,%d%
742DEA58-main-ui,PNG (.png),PNG (.png)
742DEA58-main-ui,JPEG (.jpg),JPEG (.jpg)
742DEA58-main-ui,PSD (.psd),PSD (.psd)
742DEA58-main-ui,Do you want to reset the selected sub tool to the default settings?,Вы хотите сбросить выбранный вспомогательный инструмент до настроек по умолчанию?
742DEA58-main-ui,"Tools and sub-tools, including those created by the user, are included in the command bar settings.
When loading this workspace material in another environment, some settings for tools and sub tools will not be applied.
","Инструменты и подинструменты, в том числе созданные пользователем, включаются в настройки панели команд.
При загрузке этого материала рабочей области в другую среду некоторые настройки инструментов и вспомогательных инструментов не будут применены."
742DEA58-main-ui,"The command bar settings include tools or sub tools from the default settings.
This workspace may not work correctly in environments where the tool configurations have been changed.
","Настройки панели команд включают инструменты или вспомогательные инструменты из настроек по умолчанию.
Это рабочее пространство может работать неправильно в средах, где конфигурации инструментов были изменены."
742DEA58-main-ui,0,0
742DEA58-main-ui,https://support.wacom.com/hc/en-us/sections/13393650144919-Wacom-Yuify,https://support.wacom.com/hc/en-us/sections/13393650144919-Wacom-Yuify
7F9F9530-cloud-sync,F,F
7F9F9530-cloud-sync,E,E
7F9F9530-cloud-sync,Show property window of selected works,Показать окно свойств выбранных работ
7F9F9530-cloud-sync,"The selected %d items will be removed from this list and the actual files will be moved to the Recycle Bin/Trash of your computer.
(Please note that if there is not sufficient storage in your Recycle Bin, the files will be deleted entirely.)
If the files are saved to external storage, the files will be deleted without being moved to the Recycle Bin.
This operation cannot be undone. Remove anyway?","Выбранные элементы %d будут удалены из этого списка, а сами файлы будут перемещены в корзину вашего компьютера.
(Обратите внимание, что если в вашей корзине недостаточно места, файлы будут полностью удалены.)
Если файлы сохранены на внешнем хранилище, они будут удалены без перемещения в корзину.
Эту операцию невозможно отменить. Все равно удалить?"
7F9F9530-cloud-sync,"Delete selected %d files from this device.
This operation cannot be undone. Delete anyway?","Удалите выбранные файлы %d с этого устройства.
Эту операцию невозможно отменить. Все равно удалить?"
7F9F9530-cloud-sync,"The selected %d items will be deleted from this list.
 This operation does not affect the actual files.
The work files will be displayed in this list again if they are edited later.
This operation cannot be undone. Delete anyway?","Выбранные элементы %d будут удалены из этого списка.
 Эта операция не влияет на реальные файлы.
Рабочие файлы снова отобразятся в этом списке, если они будут отредактированы позже.
Эту операцию невозможно отменить. Все равно удалить?"
7F9F9530-cloud-sync,"The selected %d items will be removed from this list and the actual files will be moved to the Recycle Bin/Trash of your computer.
(Please note that if there is not sufficient storage in your Recycle Bin, the files will be deleted entirely.)
 If the files are saved to external storage, the files will be deleted without being moved to the Recycle Bin.
Works indicated as ""Not Found"" are only removed from this list. The actual files are not affected.
This operation cannot be undone. Remove anyway?","Выбранные элементы %d будут удалены из этого списка, а сами файлы будут перемещены в корзину вашего компьютера.
(Обратите внимание, что если в вашей корзине недостаточно места, файлы будут полностью удалены.)
 Если файлы сохранены на внешнем хранилище, они будут удалены без перемещения в корзину.
Работы с пометкой «Не найдено» удаляются только из этого списка. Фактические файлы не затрагиваются.
Эту операцию невозможно отменить. Все равно удалить?"
7F9F9530-cloud-sync,"Delete selected %d items from this device.
*Works indicated as ""Not Found"" are only deleted from this list. The actual files are not affected.
This operation cannot be undone. Delete anyway?","Удалить выбранные элементы %d с этого устройства.
*Работы со статусом «Не найдено» удаляются только из данного списка. Фактические файлы не затрагиваются.
Эту операцию невозможно отменить. Все равно удалить?"
7F9F9530-cloud-sync, , 
7F9F9530-cloud-sync,Delete [%s],Удалить [%s]
7F9F9530-cloud-sync,Show property window of selected materials,Показать окно свойств выбранных материалов
7F9F9530-cloud-sync,"”%s” is used in the following sub tool brush shape preset. 
Do you want to delete the material?","«%s» используется в следующей предустановке формы кисти вспомогательного инструмента. 
Хотите удалить материал?"
7F9F9530-cloud-sync,Searching sub tool to use this material...(Cancel to delete without searching),"Дополнительный инструмент поиска для использования этого материала... (Отмена, чтобы удалить без поиска)"
8AF4B718-video-export,AVI (*.avi)|*.avi;,AVI (*.avi)|*.avi;
8AF4B718-video-export,AVI (*.avi)|*.avi,AVI (*.avi)|*.avi
8AF4B718-video-export,MP4 (*.mp4)|*.mp4,MP4 (*.mp4)|*.mp4
97CDB75A-ebook-export,%4d x %4d,%4d x %4d
97CDB75A-ebook-export,%s (%s),%s (%s)
97CDB75A-ebook-export,https://celiceappprod.s3-ap-northeast-1.amazonaws.com/en-us/gd.html?app=paint&page=kdp-top,https://celiceappprod.s3-ap-northeast-1.amazonaws.com/en-us/gd.html?app=paint&page=kdp-top
9D97267F-close-glyph,×,×
B7DCE242-3d-figure-import,"%s
This file can be imported with realistic rendering.
Please select how to import the texture for this file.","%s
Этот файл можно импортировать с реалистичной визуализацией.
Пожалуйста, выберите способ импорта текстуры для этого файла."
B8DA21EC-page-counter,%d / %d,%d / %d
BFA867AE-quick-access, , 
BFA867AE-quick-access,Backspace,Backspace
BFA867AE-quick-access,OK,OK
DD705E0D-cloud-menu,"There is no Cloud data for this item. 
It may have been deleted in another environment. 
A recovery process will be executed to keep this data. 

Do you want to proceed?","Для этого элемента нет облачных данных. 
Возможно, он был удален в другой среде. 
Для сохранения этих данных будет выполнен процесс восстановления. 

Хотите продолжить?"
DD705E0D-cloud-menu,"This cloud data does not exist.
It may have been deleted in another environment. 
Open the data and carry out the recovery process.","Эти облачные данные не существуют.
Возможно, он был удален в другой среде. 
Откройте данные и проведите процесс восстановления."
DD705E0D-cloud-menu,"Unable to find file. 

It may have been moved, deleted, or the name may have been changed. 
Click the [OK] button to browse for the file or click the [Cancel] button to delete the work.","Не удалось найти файл. 

Возможно, он был перемещен, удален или имя могло быть изменено. 
Нажмите кнопку [OK], чтобы найти файл, или нажмите кнопку [Отмена], чтобы удалить работу."
DD705E0D-cloud-menu,"Unable to find file. 

It may have been moved, deleted, or the name may have been changed. 
Click the OK button to delete the work.","Не удалось найти файл. 

Возможно, он был перемещен, удален или имя могло быть изменено. 
Нажмите кнопку OK, чтобы удалить работу."
DD705E0D-cloud-menu,https://license-account-us.celsys.co.jp/hb.php,https://license-account-us.celsys.co.jp/hb.php
DD705E0D-cloud-menu,https://www.clipstudio.net/en/dl,https://www.clipstudio.net/en/dl
DD705E0D-cloud-menu,https://gd.clip-studio.com/gd?id=servererror-en-us,https://gd.clip-studio.com/gd?id=servererror-en-us
DD705E0D-cloud-menu,https://us-lic.celsys.co.jp/gd/index.php?id=csp-contact-en,https://us-lic.celsys.co.jp/gd/index.php?id=csp-contact-en
DD705E0D-cloud-menu,Register master content to Clip Studio Mono,Зарегистрируйте основной контент в Clip Studio Mono
DD705E0D-cloud-menu,"マスターコンテンツ実データがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。","マスターコンテンツ実データがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。"
DD705E0D-cloud-menu,"マスターコンテンツ設定プロパティデータがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。","マスターコンテンツ設定プロパティデータがアップロードできませんでした。
通信状況を確認し、時間を置いて再度お試しください。"
DD705E0D-cloud-menu,/allow/gd.html?page=csp-activation-codes:%s,/allow/gd.html?page=csp-activation-codes:%s
DD705E0D-cloud-menu,%s : %s,%s : %s
DD705E0D-cloud-menu,Failed to upload the file. Please check the connectivity of your device.,"Не удалось загрузить файл. Пожалуйста, проверьте подключение вашего устройства."
DD705E0D-cloud-menu,100,100
DD705E0D-cloud-menu,300,300
E79C2AC5-material-catalog,△,△
E79C2AC5-material-catalog,▽,▽
E79C2AC5-material-catalog,"Make this sub tool snap to rulers, etc.",Сделайте привязку этого вспомогательного инструмента к линейкам и т. д.
E79C2AC5-material-catalog,Saving recovery information. Recovery settings can be adjusted under [Preferences].,Сохранение информации для восстановления. Настройки восстановления можно настроить в разделе [Настройки].
E79C2AC5-material-catalog,  ,  
E79C2AC5-material-catalog,↑,↑
E79C2AC5-material-catalog,→,→
E79C2AC5-material-catalog,↓,↓
E79C2AC5-material-catalog,←,←
E79C2AC5-material-catalog,20,20
E79C2AC5-material-catalog,80,80
E79C2AC5-material-catalog,270,270
E79C2AC5-material-catalog,60,60
E79C2AC5-material-catalog,130,130
E79C2AC5-material-catalog,220,220
E79C2AC5-material-catalog,140,140
E79C2AC5-material-catalog, , 
E79C2AC5-material-catalog,Index when using sub tool unique cursor,Индекс при использовании уникального курсора вспомогательного инструмента
E79C2AC5-material-catalog,"Set the size of the brush.
You can also link the brush size to pen dynamics such as pen pressure by selecting the [Dynamics] button to the right.","Установите размер кисти.
Вы также можете связать размер кисти с динамикой пера, например с давлением пера, выбрав кнопку [Динамика] справа."
E79C2AC5-material-catalog,"Set the thickness of the brush tip.
You can also link the thickness to pen dynamics such as pen pressure by selecting the [Dynamics] button to the right.","Установите толщину кончика кисти.
Вы также можете связать толщину с динамикой пера, например с давлением пера, выбрав кнопку [Динамика] справа."
E79C2AC5-material-catalog,"When this setting is on, you can snap to rulers, special rulers, and the canvas grid when drawing, according to the settings in the View menu > Snap. This does not apply to sub tools that have this setting turned off.","Если этот параметр включен, вы можете привязываться к линейкам, специальным линейкам и сетке холста при рисовании в соответствии с настройками в меню «Вид» > «Привязка». Это не относится к вспомогательным инструментам, у которых этот параметр отключен."
E79C2AC5-material-catalog,"This setting changes how the [Velocity] is calculated when used as input for tool dynamics. When turned on, the change caused by the speed of the pen will be consistent across different devices. When turned off, velocity will be calculated as in previous versions.","Этот параметр изменяет способ расчета [Скорости] при использовании в качестве входных данных для динамики инструмента. При включении изменения, вызванные скоростью пера, будут одинаковыми на разных устройствах. При отключении скорость будет рассчитываться так же, как и в предыдущих версиях."
E79C2AC5-material-catalog,Change [Brush shape] for current sub tool.,Измените [Форма кисти] для текущего вспомогательного инструмента.
E79C2AC5-material-catalog,"Save the current brush shape as a preset. 
Once saved as a preset, you can use it for other sub tools.","Сохраните текущую форму кисти в качестве предустановки. 
После сохранения в качестве предустановки вы можете использовать ее для других вспомогательных инструментов."
E79C2AC5-material-catalog,Moves the start points of the grid and ruler bar (shown using the [View] menu). This tool does not move layers.,Перемещает начальные точки сетки и линейки (отображаются с помощью меню [Вид]). Этот инструмент не перемещает слои.
E79C2AC5-material-catalog,"When this setting is on, you can align and snap to objects when dragging objects or handles,  according to the settings in the View menu > Snap. When this setting is turned off, the sub tool will not snap to other objects.","Если этот параметр включен, вы можете выравнивать и привязывать объекты при перетаскивании объектов или маркеров в соответствии с настройками в меню «Вид» > «Привязка». Если этот параметр отключен, вспомогательный инструмент не будет привязываться к другим объектам."
E79C2AC5-material-catalog,"When this option is turned on, the lines will be created with extra control points for adjusting the curve. After making the lines, click with the [Object] sub tool to adjust the curve.
If you want straight lines, leave this box unchecked.","Когда эта опция включена, линии будут создаваться с дополнительными контрольными точками для настройки кривой. После создания линий щелкните вспомогательным инструментом [Объект], чтобы настроить кривую.
Если вам нужны прямые линии, оставьте этот флажок снятым."
E79C2AC5-material-catalog,"Select whether changes to the Tool Property palette apply to new text or selected text. When set to “New only”, changes in the Tool Property will not affect any selected text. When set to “Selected text”, the properties will apply to new and selected text.

","Выберите, будут ли изменения в палитре свойств инструмента применяться к новому или выделенному тексту. Если установлено значение «Только новое», изменения в свойстве инструмента не повлияют на выделенный текст. Если установлено значение «Выбранный текст», свойства будут применяться к новому и выделенному тексту."
E79C2AC5-material-catalog,"When this setting is turned off, the sub tool will not snap to symmetrical rulers even when snapping is enabled.","Если этот параметр отключен, вспомогательный инструмент не будет привязываться к симметричным линейкам, даже если привязка включена."
E79C2AC5-material-catalog,"Set the fog type. 
Depth fog becomes thicker evenly according to the distance from the screen. 
Distance fog becomes thicker spherically according to the distance from the camera.","Установите тип тумана. 
Глубина тумана становится гуще равномерно в зависимости от расстояния от экрана. 
Туман на расстоянии сферически становится толще в зависимости от расстояния от камеры."
E79C2AC5-material-catalog,Select whether the Tool Property palette applies to new text or selected text,"Выберите, будет ли палитра свойств инструмента применяться к новому или выделенному тексту."
E79C2AC5-material-catalog,*,*
E79C2AC5-material-catalog,Show or hide this setting in the Tool Property palette.,Отобразите или скройте этот параметр на палитре свойств инструмента.
E79C2AC5-material-catalog,Make this sub tool snap to symmetrical rulers,Сделайте привязку этого вспомогательного инструмента к симметричным линейкам.
E79C2AC5-material-catalog,%.1f LPI / %d%%,%.1f LPI / %d%%
E79C2AC5-material-catalog,%d%% %d/%d,%d%% %d/%d
F2AD839B-license-dialogs,https://www2.celsys.co.jp/support/service_en/service.html,https://www2.celsys.co.jp/support/service_en/service.html
F2AD839B-license-dialogs,http://www.clipstudio.net/en/,http://www.clipstudio.net/en/
F2AD839B-license-dialogs,http://www.clipstudio.net/en/support/,http://www.clipstudio.net/en/support/
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/productcontrol/periodexpired?key=,https://us-lic.celsys.co.jp/productcontrol/ periodexpired?key=
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/activate/checkLicense?OnAction,https://us-lic.celsys.co.jp/activate/checkLicense?OnAction
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/checkLicense,https://license-account-us.celsys.co.jp/%s/api/checkLicense
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/refreshLicense,https://license-account-us.celsys.co.jp/%s/api/refreshLicense
F2AD839B-license-dialogs,---,---
F2AD839B-license-dialogs,https://trial-us-lic.celsys.co.jp/api/autoissue,https://trial-us-lic.celsys.co.jp/api/autoissue
F2AD839B-license-dialogs,https://sub-us-lic.celsys.co.jp/license/checkLicense?OnAction,https://sub-us-lic.celsys.co.jp/license/checkLicense?OnAction
F2AD839B-license-dialogs,https://sub2-us-lic.celsys.co.jp/license/checkLicense?OnAction,https://sub2-us-lic.celsys.co.jp/license/checkLicense?OnAction
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/en-us/manually/checkLicense,https://license-account-us.celsys.co.jp/en-us/manually/checkLicense
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/ca,https://us-lic.celsys.co.jp/ca
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/hb.php,https://license-account-us.celsys.co.jp/hb.php
F2AD839B-license-dialogs,https://license-account-us.celsys.co.jp/%s/api/listOwnedLicenses,https://license-account-us.celsys.co.jp/%s/api/listOwnedLicenses
F2AD839B-license-dialogs,https://us-lic.celsys.co.jp/ch?n=3,https://us-lic.celsys.co.jp/ch?n=3
F2AD839B-license-dialogs,https://www.clipstudio.net/gd?id=csp-dl-v1-en,https://www.clipstudio.net/gd?id=csp-dl-v1-en
F2AD839B-license-dialogs,                                             ,                                             
F2AD839B-license-dialogs, , 
F2AD839B-license-dialogs,http://www.celsys.co.jp/en/,http://www.celsys.co.jp/en/
F2AD839B-license-dialogs,http://www.clipstudio.net/en/site/menu_csp/index.html,http://www.clipstudio.net/en/site/menu_csp/index.html
F2AD839B-license-dialogs,https://www.clip-studio.com/site/gd/index.php?id=cpaen,https://www.clip-studio.com/site/gd/index.php?id=cpaen
F2AD839B-license-dialogs,http://sta.www.clipstudio.net/getinfo/getinfo.php,http://sta.www.clipstudio.net/getinfo/getinfo.php
F2AD839B-license-dialogs,http://www.clipstudio.net/getinfo/getinfo.php?serialnumber=%s&version=%s&date=%s&execmode=%d&lang=en,http://www.clipstudio.net/getinfo/getinfo.php?serialnumber=%s&version=%s&date=%s&execmode=%d&lang=en
FCBD92AE-opengl-checker,"CELSYS, Inc.","CELSYS, Inc."
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/nvidia.html,http://www.clipstudio.net/en/site/opengl/nvidia.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/amd.html,http://www.clipstudio.net/en/site/opengl/amd.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/intel.html,http://www.clipstudio.net/en/site/opengl/intel.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/etc.html,http://www.clipstudio.net/en/site/opengl/etc.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/mac.html,http://www.clipstudio.net/en/site/opengl/mac.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/unsupported.html,http://www.clipstudio.net/en/site/opengl/unsupported.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/site/opengl/list.html,http://www.clipstudio.net/en/site/opengl/list.html
FCBD92AE-opengl-checker,http://www.clipstudio.net/en/support/,http://www.clipstudio.net/en/support/
